date,governorate,n_infected,n_recovered,n_dead
"21:24, 15 April 2020",Manouba,35,TBA,4
"21:24, 15 April 2020",Monastir,35,TBA,0
"21:24, 15 April 2020",Sfax,31,TBA,5
"21:24, 15 April 2020",Tataouine,22,TBA,1
"21:24, 15 April 2020",Bizerte,17,TBA,1
"21:24, 15 April 2020",Gafsa,18,TBA,0
"21:24, 15 April 2020",Gabès,15,TBA,0
"21:24, 15 April 2020",Nabeul,12,TBA,1
"21:24, 15 April 2020",Mahdia,12,TBA,1
"21:24, 15 April 2020",Kairouan,6,TBA,0
"21:24, 15 April 2020",Kef,5,TBA,1
"21:24, 15 April 2020",Sidi Bouzid,5,TBA,1
"21:24, 15 April 2020",Zaghouan,3,TBA,0
"21:24, 15 April 2020",Béja,3,TBA,0
"21:24, 15 April 2020",Kasserine,2,TBA,0
"21:24, 15 April 2020",Touzeur,2,TBA,0
"21:24, 15 April 2020",Jendouba,1,TBA,0
"20:36, 16 April 2020",Tunis,173,TBA,5
"20:36, 16 April 2020",Ariana,83,TBA,4
"20:36, 16 April 2020",Ben Arous,74,TBA,2
"20:36, 16 April 2020",Médenine,65,TBA,3
"20:36, 16 April 2020",Sousse,64,TBA,5
"20:36, 16 April 2020",Kébili,42,TBA,0
"20:36, 16 April 2020",Manouba,35,TBA,4
"20:36, 16 April 2020",Monastir,35,TBA,0
"20:36, 16 April 2020",Sfax,31,TBA,5
"20:36, 16 April 2020",Tataouine,22,TBA,1
"20:36, 16 April 2020",Bizerte,17,TBA,1
"20:36, 16 April 2020",Gafsa,18,TBA,0
"20:36, 16 April 2020",Gabès,15,TBA,0
"20:36, 16 April 2020",Nabeul,12,TBA,1
"20:36, 16 April 2020",Mahdia,12,TBA,1
"20:36, 16 April 2020",Kairouan,6,TBA,0
"20:36, 16 April 2020",Kef,5,TBA,1
"20:36, 16 April 2020",Sidi Bouzid,5,TBA,1
"20:36, 16 April 2020",Zaghouan,3,TBA,0
"20:36, 16 April 2020",Béja,3,TBA,0
"20:36, 16 April 2020",Kasserine,2,TBA,0
"20:36, 16 April 2020",Touzeur,2,TBA,0
"20:36, 16 April 2020",Jendouba,1,TBA,0
"22:21, 16 April 2020",Tunis,173,TBA,5
"22:21, 16 April 2020",Tunis,173,TBA,5
"22:21, 16 April 2020",Ariana,83,TBA,4
"22:21, 16 April 2020",Ben Arous,74,TBA,2
"22:21, 16 April 2020",Ariana,83,TBA,4
"22:21, 16 April 2020",Ben Arous,74,TBA,2
"22:21, 16 April 2020",Médenine,65,TBA,3
"22:21, 16 April 2020",Médenine,65,TBA,3
"22:21, 16 April 2020",Sousse,64,TBA,5
"22:21, 16 April 2020",Sousse,64,TBA,5
"22:21, 16 April 2020",Kébili,42,TBA,0
"22:21, 16 April 2020",Kébili,42,TBA,0
"22:21, 16 April 2020",Manouba,35,TBA,4
"22:21, 16 April 2020",Monastir,35,TBA,0
"22:21, 16 April 2020",Manouba,35,TBA,4
"22:21, 16 April 2020",Sfax,31,TBA,5
"22:21, 16 April 2020",Tataouine,22,TBA,1
"22:21, 16 April 2020",Monastir,35,TBA,0
"22:21, 16 April 2020",Sfax,31,TBA,5
"22:21, 16 April 2020",Tataouine,22,TBA,1
"22:21, 16 April 2020",Bizerte,17,TBA,1
"22:21, 16 April 2020",Gafsa,18,TBA,0
"22:21, 16 April 2020",Gabès,15,TBA,0
"22:21, 16 April 2020",Bizerte,17,TBA,1
"22:21, 16 April 2020",Gafsa,18,TBA,0
"22:21, 16 April 2020",Gabès,15,TBA,0
"22:21, 16 April 2020",Nabeul,12,TBA,1
"22:21, 16 April 2020",Mahdia,12,TBA,1
"22:21, 16 April 2020",Nabeul,12,TBA,1
"22:21, 16 April 2020",Mahdia,12,TBA,1
"22:21, 16 April 2020",Kairouan,6,TBA,0
"22:21, 16 April 2020",Kef,5,TBA,1
"22:21, 16 April 2020",Kairouan,6,TBA,0
"22:21, 16 April 2020",Kef,5,TBA,1
"22:21, 16 April 2020",Sidi Bouzid,5,TBA,1
"22:22, 16 April 2020",Tunis,173,TBA,5
"22:21, 16 April 2020",Sidi Bouzid,5,TBA,1
"22:21, 16 April 2020",Zaghouan,3,TBA,0
"22:21, 16 April 2020",Zaghouan,3,TBA,0
"22:21, 16 April 2020",Béja,3,TBA,0
"22:21, 16 April 2020",Kasserine,2,TBA,0
"22:22, 16 April 2020",Ariana,83,TBA,4
"22:22, 16 April 2020",Ben Arous,74,TBA,2
"22:22, 16 April 2020",Médenine,65,TBA,3
"22:21, 16 April 2020",Béja,3,TBA,0
"22:21, 16 April 2020",Kasserine,2,TBA,0
"22:21, 16 April 2020",Touzeur,2,TBA,0
"22:21, 16 April 2020",Jendouba,1,TBA,0
"22:22, 16 April 2020",Sousse,64,TBA,5
"22:22, 16 April 2020",Kébili,42,TBA,0
"22:22, 16 April 2020",Manouba,35,TBA,4
"22:21, 16 April 2020",Touzeur,2,TBA,0
"22:21, 16 April 2020",Jendouba,1,TBA,0
"22:22, 16 April 2020",Monastir,35,TBA,0
"22:22, 16 April 2020",Sfax,31,TBA,5
"22:22, 16 April 2020",Tataouine,22,TBA,1
"22:22, 16 April 2020",Bizerte,17,TBA,1
"22:22, 16 April 2020",Gafsa,18,TBA,0
"22:22, 16 April 2020",Gabès,15,TBA,0
"22:22, 16 April 2020",Nabeul,12,TBA,1
"22:22, 16 April 2020",Mahdia,12,TBA,1
"22:22, 16 April 2020",Kairouan,6,TBA,0
"22:22, 16 April 2020",Kef,5,TBA,1
"22:22, 16 April 2020",Sidi Bouzid,5,TBA,1
"22:22, 16 April 2020",Zaghouan,3,TBA,0
"22:22, 16 April 2020",Béja,3,TBA,0
"00:01, 18 April 2020",Tunis,173,TBA,5
"22:22, 16 April 2020",Kasserine,2,TBA,0
"22:22, 16 April 2020",Touzeur,2,TBA,0
"00:01, 18 April 2020",Ariana,83,TBA,4
"00:01, 18 April 2020",Ben Arous,74,TBA,2
"22:22, 16 April 2020",Jendouba,1,TBA,0
"00:01, 18 April 2020",Médenine,65,TBA,3
"00:01, 18 April 2020",Sousse,64,TBA,5
"00:01, 18 April 2020",Kébili,42,TBA,0
"00:01, 18 April 2020",Manouba,35,TBA,4
"00:01, 18 April 2020",Monastir,35,TBA,0
"00:01, 18 April 2020",Sfax,31,TBA,5
"00:01, 18 April 2020",Tataouine,22,TBA,1
"00:01, 18 April 2020",Bizerte,17,TBA,1
"00:01, 18 April 2020",Gafsa,18,TBA,0
"00:01, 18 April 2020",Gabès,15,TBA,0
"00:01, 18 April 2020",Nabeul,12,TBA,1
"00:01, 18 April 2020",Mahdia,12,TBA,1
"00:01, 18 April 2020",Kairouan,6,TBA,0
"00:01, 18 April 2020",Kef,5,TBA,1
"00:01, 18 April 2020",Sidi Bouzid,5,TBA,1
"00:01, 18 April 2020",Zaghouan,3,TBA,0
"00:01, 18 April 2020",Béja,3,TBA,0
"00:01, 18 April 2020",Kasserine,2,TBA,0
"00:01, 18 April 2020",Touzeur,2,TBA,0
"00:01, 18 April 2020",Jendouba,1,TBA,0
"00:11, 18 April 2020",Tunis,173,TBA,5
"00:11, 18 April 2020",Ariana,83,TBA,4
"00:11, 18 April 2020",Ben Arous,74,TBA,2
"00:11, 18 April 2020",Médenine,65,TBA,3
"00:11, 18 April 2020",Sousse,64,TBA,5
"00:11, 18 April 2020",Kébili,42,TBA,0
"00:11, 18 April 2020",Manouba,35,TBA,4
"00:11, 18 April 2020",Monastir,35,TBA,0
"00:11, 18 April 2020",Sfax,31,TBA,5
"00:11, 18 April 2020",Tataouine,22,TBA,1
"00:11, 18 April 2020",Bizerte,17,TBA,1
"00:38, 18 April 2020",Tunis,193,TBA,5
"00:11, 18 April 2020",Gafsa,18,TBA,0
"00:11, 18 April 2020",Gabès,15,TBA,0
"00:38, 18 April 2020",Ariana,89,TBA,5
"00:38, 18 April 2020",Ben Arous,87,TBA,3
"00:38, 18 April 2020",Médenine,84,TBA,3
"00:11, 18 April 2020",Nabeul,12,TBA,1
"00:11, 18 April 2020",Mahdia,12,TBA,1
"00:11, 18 April 2020",Kairouan,6,TBA,0
"00:38, 18 April 2020",Kébili,76,TBA,0
"00:38, 18 April 2020",Sousse,71,TBA,5
"00:38, 18 April 2020",Manouba,37,TBA,5
"00:11, 18 April 2020",Kef,5,TBA,1
"00:11, 18 April 2020",Sidi Bouzid,5,TBA,1
"00:11, 18 April 2020",Zaghouan,3,TBA,0
"00:38, 18 April 2020",Monastir,36,TBA,0
"00:38, 18 April 2020",Gafsa,32,TBA,0
"00:38, 18 April 2020",Tataouine,32,TBA,1
"00:11, 18 April 2020",Béja,3,TBA,0
"00:11, 18 April 2020",Kasserine,2,TBA,0
"00:10, 18 April 2020",Tunis,173,TBA,5
"00:38, 18 April 2020",Sfax,31,TBA,5
"00:38, 18 April 2020",Gabès,20,TBA,0
"00:11, 18 April 2020",Touzeur,2,TBA,0
"00:11, 18 April 2020",Jendouba,1,TBA,0
"00:10, 18 April 2020",Ariana,83,TBA,4
"00:10, 18 April 2020",Ben Arous,74,TBA,2
"00:38, 18 April 2020",Bizerte,18,TBA,1
"00:38, 18 April 2020",Mahdia,13,TBA,1
"00:10, 18 April 2020",Médenine,65,TBA,3
"00:10, 18 April 2020",Sousse,64,TBA,5
"00:10, 18 April 2020",Kébili,42,TBA,0
"00:38, 18 April 2020",Nabeul,12,TBA,1
"00:38, 18 April 2020",Kairouan,6,TBA,0
"00:10, 18 April 2020",Manouba,35,TBA,4
"00:10, 18 April 2020",Monastir,35,TBA,0
"00:10, 18 April 2020",Sfax,31,TBA,5
"00:38, 18 April 2020",Le Kef,5,TBA,1
"00:38, 18 April 2020",Sidi Bouzid,5,TBA,1
"00:10, 18 April 2020",Tataouine,22,TBA,1
"00:10, 18 April 2020",Bizerte,17,TBA,1
"00:38, 18 April 2020",Kasserine,5,TBA,0
"00:38, 18 April 2020",Tozeur,4,TBA,0
"00:10, 18 April 2020",Gafsa,18,TBA,0
"00:10, 18 April 2020",Gabès,15,TBA,0
"00:10, 18 April 2020",Nabeul,12,TBA,1
"00:38, 18 April 2020",Béja,3,TBA,0
"00:38, 18 April 2020",Zaghouan,3,TBA,0
"00:10, 18 April 2020",Mahdia,12,TBA,1
"00:10, 18 April 2020",Kairouan,6,TBA,0
"00:38, 18 April 2020",Jendouba,1,TBA,0
"00:38, 18 April 2020",Siliana,1,TBA,0
"00:10, 18 April 2020",Kef,5,TBA,1
"00:10, 18 April 2020",Sidi Bouzid,5,TBA,1
"00:10, 18 April 2020",Zaghouan,3,TBA,0
"00:10, 18 April 2020",Béja,3,TBA,0
"00:10, 18 April 2020",Kasserine,2,TBA,0
"00:10, 18 April 2020",Touzeur,2,TBA,0
"00:10, 18 April 2020",Jendouba,1,TBA,0
"11:26, 18 April 2020",Tunis,193,TBA,5
"11:26, 18 April 2020",Ariana,89,TBA,5
"11:26, 18 April 2020",Ben Arous,87,TBA,3
"11:26, 18 April 2020",Médenine,84,TBA,3
"11:26, 18 April 2020",Kébili,76,TBA,0
"11:26, 18 April 2020",Sousse,71,TBA,5
"11:26, 18 April 2020",Manouba,37,TBA,5
"11:26, 18 April 2020",Monastir,36,TBA,0
"11:26, 18 April 2020",Gafsa,32,TBA,0
"11:26, 18 April 2020",Tataouine,32,TBA,1
"11:26, 18 April 2020",Sfax,31,TBA,5
"11:26, 18 April 2020",Gabès,20,TBA,0
"11:26, 18 April 2020",Bizerte,18,TBA,1
"11:26, 18 April 2020",Mahdia,13,TBA,1
"11:26, 18 April 2020",Nabeul,12,TBA,1
"11:26, 18 April 2020",Kairouan,6,TBA,0
"11:17, 18 April 2020",Tunis,193,TBA,5
"11:26, 18 April 2020",Le Kef,5,TBA,1
"11:26, 18 April 2020",Sidi Bouzid,5,TBA,1
"11:17, 18 April 2020",Ariana,89,TBA,5
"11:17, 18 April 2020",Ben Arous,87,TBA,3
"11:26, 18 April 2020",Kasserine,5,TBA,0
"11:26, 18 April 2020",Tozeur,4,TBA,0
"11:26, 18 April 2020",Béja,3,TBA,0
"11:17, 18 April 2020",Médenine,84,TBA,3
"11:17, 18 April 2020",Kébili,76,TBA,0
"11:17, 18 April 2020",Sousse,71,TBA,5
"11:26, 18 April 2020",Zaghouan,3,TBA,0
"11:26, 18 April 2020",Jendouba,1,TBA,0
"11:26, 18 April 2020",Siliana,1,TBA,0
"11:17, 18 April 2020",Manouba,37,TBA,5
"11:17, 18 April 2020",Monastir,36,TBA,0
"11:17, 18 April 2020",Gafsa,32,TBA,0
"11:17, 18 April 2020",Tataouine,32,TBA,1
"11:17, 18 April 2020",Sfax,31,TBA,5
"11:17, 18 April 2020",Gabès,20,TBA,0
"11:17, 18 April 2020",Bizerte,18,TBA,1
"11:17, 18 April 2020",Mahdia,13,TBA,1
"11:17, 18 April 2020",Nabeul,12,TBA,1
"11:17, 18 April 2020",Kairouan,6,TBA,0
"11:17, 18 April 2020",Le Kef,5,TBA,1
"11:17, 18 April 2020",Sidi Bouzid,5,TBA,1
"11:17, 18 April 2020",Kasserine,5,TBA,0
"11:17, 18 April 2020",Tozeur,4,TBA,0
"11:17, 18 April 2020",Béja,3,TBA,0
"11:17, 18 April 2020",Zaghouan,3,TBA,0
"11:17, 18 April 2020",Jendouba,1,TBA,0
"11:17, 18 April 2020",Siliana,1,TBA,0
"10:52, 19 April 2020",Tunis,193,TBA,5
"10:52, 19 April 2020",Ariana,89,TBA,5
"10:52, 19 April 2020",Ben Arous,87,TBA,3
"10:52, 19 April 2020",Médenine,84,TBA,3
"22:12, 18 April 2020",Tunis,193,TBA,5
"10:52, 19 April 2020",Kébili,76,TBA,0
"10:52, 19 April 2020",Sousse,71,TBA,5
"22:12, 18 April 2020",Ariana,89,TBA,5
"22:12, 18 April 2020",Ben Arous,87,TBA,3
"22:12, 18 April 2020",Médenine,84,TBA,3
"10:52, 19 April 2020",Manouba,37,TBA,5
"10:52, 19 April 2020",Monastir,36,TBA,0
"10:52, 19 April 2020",Gafsa,32,TBA,0
"22:12, 18 April 2020",Kébili,76,TBA,0
"22:12, 18 April 2020",Sousse,71,TBA,5
"22:12, 18 April 2020",Manouba,37,TBA,5
"10:52, 19 April 2020",Tataouine,32,TBA,1
"10:52, 19 April 2020",Sfax,32,TBA,5
"22:12, 18 April 2020",Monastir,36,TBA,0
"22:12, 18 April 2020",Gafsa,32,TBA,0
"20:45, 19 April 2020",Tunis,193,TBA,5
"10:52, 19 April 2020",Gabès,20,TBA,0
"10:52, 19 April 2020",Bizerte,18,TBA,1
"10:52, 19 April 2020",Mahdia,13,TBA,1
"22:12, 18 April 2020",Tataouine,32,TBA,1
"22:12, 18 April 2020",Sfax,31,TBA,5
"20:45, 19 April 2020",Ariana,89,TBA,5
"20:45, 19 April 2020",Ben Arous,87,TBA,3
"10:52, 19 April 2020",Nabeul,12,TBA,1
"10:52, 19 April 2020",Kairouan,6,TBA,0
"10:52, 19 April 2020",Le Kef,5,TBA,1
"22:12, 18 April 2020",Gabès,20,TBA,0
"22:12, 18 April 2020",Bizerte,18,TBA,1
"22:12, 18 April 2020",Mahdia,13,TBA,1
"20:45, 19 April 2020",Médenine,84,TBA,3
"20:45, 19 April 2020",Kébili,76,TBA,0
"10:52, 19 April 2020",Sidi Bouzid,5,TBA,1
"10:52, 19 April 2020",Kasserine,5,TBA,0
"22:12, 18 April 2020",Nabeul,12,TBA,1
"22:12, 18 April 2020",Kairouan,6,TBA,0
"22:12, 18 April 2020",Le Kef,5,TBA,1
"20:45, 19 April 2020",Sousse,71,TBA,5
"20:45, 19 April 2020",Manouba,37,TBA,5
"20:45, 19 April 2020",Monastir,36,TBA,0
"10:52, 19 April 2020",Tozeur,5,TBA,0
"10:52, 19 April 2020",Béja,3,TBA,0
"10:52, 19 April 2020",Zaghouan,3,TBA,0
"22:12, 18 April 2020",Sidi Bouzid,5,TBA,1
"22:12, 18 April 2020",Kasserine,5,TBA,0
"20:45, 19 April 2020",Gafsa,32,TBA,0
"20:45, 19 April 2020",Tataouine,32,TBA,1
"10:52, 19 April 2020",Jendouba,1,TBA,0
"10:52, 19 April 2020",Siliana,1,TBA,0
"22:12, 18 April 2020",Tozeur,4,TBA,0
"22:12, 18 April 2020",Béja,3,TBA,0
"20:45, 19 April 2020",Sfax,32,TBA,5
"20:45, 19 April 2020",Gabès,20,TBA,0
"20:45, 19 April 2020",Bizerte,18,TBA,1
"22:12, 18 April 2020",Zaghouan,3,TBA,0
"22:12, 18 April 2020",Jendouba,1,TBA,0
"22:12, 18 April 2020",Siliana,1,TBA,0
"20:45, 19 April 2020",Mahdia,13,TBA,1
"20:45, 19 April 2020",Nabeul,12,TBA,1
"20:45, 19 April 2020",Kairouan,6,TBA,0
"21:02, 19 April 2020",Tunis,193,TBA,6
"20:45, 19 April 2020",Le Kef,5,TBA,1
"20:45, 19 April 2020",Sidi Bouzid,5,TBA,1
"20:45, 19 April 2020",Kasserine,5,TBA,0
"21:02, 19 April 2020",Ariana,89,TBA,5
"21:02, 19 April 2020",Ben Arous,87,TBA,3
"20:45, 19 April 2020",Tozeur,5,TBA,0
"20:45, 19 April 2020",Béja,3,TBA,0
"21:02, 19 April 2020",Médenine,84,TBA,3
"21:02, 19 April 2020",Kébili,83,TBA,0
"21:02, 19 April 2020",Sousse,73,TBA,5
"20:45, 19 April 2020",Zaghouan,3,TBA,0
"20:45, 19 April 2020",Jendouba,1,TBA,0
"20:45, 19 April 2020",Siliana,1,TBA,0
"02:11, 20 April 2020",Tunis,193,TBA,6
"21:02, 19 April 2020",Manouba,38,TBA,5
"21:02, 19 April 2020",Monastir,38,TBA,0
"21:02, 19 April 2020",Gafsa,32,TBA,0
"02:11, 20 April 2020",Ariana,89,TBA,5
"02:11, 20 April 2020",Ben Arous,87,TBA,3
"21:02, 19 April 2020",Tataouine,32,TBA,1
"21:02, 19 April 2020",Sfax,32,TBA,5
"02:11, 20 April 2020",Médenine,84,TBA,3
"02:11, 20 April 2020",Kébili,83,TBA,0
"02:11, 20 April 2020",Sousse,73,TBA,5
"21:02, 19 April 2020",Gabès,21,TBA,0
"21:02, 19 April 2020",Bizerte,18,TBA,1
"21:02, 19 April 2020",Mahdia,13,TBA,1
"02:11, 20 April 2020",Manouba,38,TBA,5
"02:11, 20 April 2020",Monastir,38,TBA,0
"02:11, 20 April 2020",Gafsa,32,TBA,0
"21:02, 19 April 2020",Nabeul,12,TBA,1
"21:02, 19 April 2020",Kairouan,6,TBA,0
"02:11, 20 April 2020",Tataouine,32,TBA,1
"02:11, 20 April 2020",Sfax,32,TBA,5
"21:02, 19 April 2020",Le Kef,5,TBA,1
"21:02, 19 April 2020",Sidi Bouzid,5,TBA,1
"02:11, 20 April 2020",Gabès,21,TBA,0
"02:11, 20 April 2020",Bizerte,18,TBA,1
"02:11, 20 April 2020",Mahdia,13,TBA,1
"21:02, 19 April 2020",Kasserine,5,TBA,0
"21:02, 19 April 2020",Tozeur,5,TBA,0
"21:02, 19 April 2020",Béja,3,TBA,0
"02:11, 20 April 2020",Nabeul,12,TBA,1
"02:11, 20 April 2020",Kairouan,6,TBA,0
"02:11, 20 April 2020",Le Kef,5,TBA,1
"21:02, 19 April 2020",Zaghouan,3,TBA,0
"21:02, 19 April 2020",Jendouba,1,TBA,0
"02:11, 20 April 2020",Sidi Bouzid,5,TBA,1
"02:11, 20 April 2020",Kasserine,5,TBA,0
"21:02, 19 April 2020",Siliana,1,TBA,0
"02:11, 20 April 2020",Tozeur,5,TBA,0
"02:11, 20 April 2020",Béja,3,TBA,0
"02:11, 20 April 2020",Zaghouan,3,TBA,0
"02:11, 20 April 2020",Jendouba,1,TBA,0
"02:11, 20 April 2020",Siliana,1,TBA,0
"20:57, 19 April 2020",Tunis,193,TBA,5
"20:57, 19 April 2020",Ariana,89,TBA,5
"20:57, 19 April 2020",Ben Arous,87,TBA,3
"20:57, 19 April 2020",Médenine,84,TBA,3
"20:57, 19 April 2020",Kébili,76,TBA,0
"20:57, 19 April 2020",Sousse,71,TBA,5
"20:57, 19 April 2020",Manouba,37,TBA,5
"02:02, 27 April 2020",Tunis,202,TBA,6
"20:57, 19 April 2020",Monastir,36,TBA,0
"20:57, 19 April 2020",Gafsa,32,TBA,0
"02:02, 27 April 2020",Ariana,94,TBA,5
"02:02, 27 April 2020",Kébili,94,TBA,0
"02:02, 27 April 2020",Ben Arous,92,TBA,3
"20:57, 19 April 2020",Tataouine,32,TBA,1
"20:57, 19 April 2020",Sfax,32,TBA,5
"02:02, 27 April 2020",Médenine,86,TBA,3
"02:02, 27 April 2020",Sousse,81,TBA,5
"20:57, 19 April 2020",Gabès,20,TBA,0
"20:57, 19 April 2020",Bizerte,18,TBA,1
"02:02, 27 April 2020",Manouba,39,TBA,5
"02:02, 27 April 2020",Gafsa,38,TBA,0
"02:02, 27 April 2020",Monastir,37,TBA,0
"20:57, 19 April 2020",Mahdia,13,TBA,1
"20:57, 19 April 2020",Nabeul,12,TBA,1
"20:57, 19 April 2020",Kairouan,6,TBA,0
"02:02, 27 April 2020",Sfax,36,TBA,5
"02:02, 27 April 2020",Tataouine,35,TBA,1
"20:57, 19 April 2020",Le Kef,5,TBA,1
"20:57, 19 April 2020",Sidi Bouzid,5,TBA,1
"02:02, 27 April 2020",Gabès,22,TBA,0
"02:02, 27 April 2020",Bizerte,19,TBA,1
"20:57, 19 April 2020",Kasserine,5,TBA,0
"20:57, 19 April 2020",Tozeur,5,TBA,0
"20:57, 19 April 2020",Béja,3,TBA,0
"05:32, 26 April 2020",Tunis,202,TBA,6
"02:02, 27 April 2020",Mahdia,15,TBA,1
"02:02, 27 April 2020",Nabeul,12,TBA,1
"20:57, 19 April 2020",Zaghouan,3,TBA,0
"20:57, 19 April 2020",Jendouba,1,TBA,0
"05:32, 26 April 2020",Ariana,94,TBA,5
"05:32, 26 April 2020",Kébili,94,TBA,0
"02:02, 27 April 2020",Kasserine,7,TBA,0
"02:02, 27 April 2020",Kairouan,6,TBA,0
"02:02, 27 April 2020",Le Kef,5,TBA,1
"20:57, 19 April 2020",Siliana,1,TBA,0
"05:32, 26 April 2020",Ben Arous,92,TBA,3
"05:32, 26 April 2020",Médenine,86,TBA,3
"02:02, 27 April 2020",Sidi Bouzid,5,TBA,1
"02:02, 27 April 2020",Tozeur,5,TBA,0
"02:02, 27 April 2020",Béja,3,TBA,0
"05:32, 26 April 2020",Sousse,81,TBA,5
"05:32, 26 April 2020",Manouba,39,TBA,5
"05:32, 26 April 2020",Gafsa,38,TBA,0
"02:02, 27 April 2020",Zaghouan,3,TBA,0
"02:02, 27 April 2020",Siliana,2,TBA,0
"02:02, 27 April 2020",Jendouba,1,TBA,0
"05:32, 26 April 2020",Monastir,37,TBA,0
"05:32, 26 April 2020",Sfax,36,TBA,5
"05:32, 26 April 2020",Tataouine,35,TBA,1
"05:32, 26 April 2020",Gabès,22,TBA,0
"05:32, 26 April 2020",Bizerte,19,TBA,1
"05:07, 27 April 2020",Tunis,205,TBA,6
"05:32, 26 April 2020",Mahdia,15,TBA,1
"05:32, 26 April 2020",Nabeul,12,TBA,1
"05:07, 27 April 2020",Kébili,96,TBA,0
"05:07, 27 April 2020",Ariana,95,TBA,5
"05:07, 27 April 2020",Ben Arous,92,TBA,3
"05:32, 26 April 2020",Kasserine,7,TBA,0
"05:32, 26 April 2020",Kairouan,6,TBA,0
"05:07, 27 April 2020",Médenine,87,TBA,3
"05:07, 27 April 2020",Sousse,82,TBA,5
"05:32, 26 April 2020",Le Kef,5,TBA,1
"05:32, 26 April 2020",Sidi Bouzid,5,TBA,1
"05:07, 27 April 2020",Manouba,39,TBA,5
"05:07, 27 April 2020",Gafsa,38,TBA,0
"05:07, 27 April 2020",Monastir,37,TBA,0
"05:32, 26 April 2020",Tozeur,5,TBA,0
"05:32, 26 April 2020",Béja,3,TBA,0
"05:07, 27 April 2020",Sfax,36,TBA,5
"05:07, 27 April 2020",Tataouine,35,TBA,1
"05:32, 26 April 2020",Zaghouan,3,TBA,0
"05:32, 26 April 2020",Siliana,2,TBA,0
"05:32, 26 April 2020",Jendouba,1,TBA,0
"05:07, 27 April 2020",Gabès,22,TBA,0
"05:07, 27 April 2020",Bizerte,21,TBA,1
"05:07, 27 April 2020",Mahdia,15,TBA,1
"05:07, 27 April 2020",Nabeul,12,TBA,1
"05:07, 27 April 2020",Kasserine,7,TBA,0
"05:07, 27 April 2020",Kairouan,6,TBA,0
"09:17, 28 April 2020",Tunis,205,TBA,6
"05:07, 27 April 2020",Le Kef,5,TBA,1
"05:07, 27 April 2020",Sidi Bouzid,5,TBA,1
"09:17, 28 April 2020",Kébili,96,TBA,0
"09:17, 28 April 2020",Ariana,95,TBA,5
"05:07, 27 April 2020",Tozeur,5,TBA,0
"05:07, 27 April 2020",Béja,3,TBA,0
"09:17, 28 April 2020",Ben Arous,92,TBA,3
"09:17, 28 April 2020",Médenine,87,TBA,3
"09:17, 28 April 2020",Sousse,82,TBA,5
"05:07, 27 April 2020",Zaghouan,3,TBA,0
"05:07, 27 April 2020",Siliana,2,TBA,0
"09:17, 28 April 2020",Manouba,39,TBA,5
"09:17, 28 April 2020",Gafsa,38,TBA,0
"05:07, 27 April 2020",Jendouba,1,TBA,0
"09:17, 28 April 2020",Monastir,37,TBA,0
"09:17, 28 April 2020",Sfax,36,TBA,5
"09:17, 28 April 2020",Tataouine,35,TBA,1
"09:17, 28 April 2020",Gabès,22,TBA,0
"09:17, 28 April 2020",Bizerte,21,TBA,1
"09:17, 28 April 2020",Mahdia,15,TBA,1
"09:17, 28 April 2020",Nabeul,12,TBA,1
"09:17, 28 April 2020",Kasserine,7,TBA,0
"09:17, 28 April 2020",Kairouan,6,TBA,0
"09:17, 28 April 2020",Le Kef,5,TBA,1
"09:17, 28 April 2020",Sidi Bouzid,5,TBA,1
"09:17, 28 April 2020",Tozeur,5,TBA,0
"09:17, 28 April 2020",Béja,3,TBA,0
"09:17, 28 April 2020",Zaghouan,3,TBA,0
"09:17, 28 April 2020",Siliana,2,TBA,0
"09:17, 28 April 2020",Jendouba,1,TBA,0
"09:26, 28 April 2020",Tunis,205,TBA,6
"09:26, 28 April 2020",Kébili,96,TBA,0
"09:26, 28 April 2020",Ariana,95,TBA,5
"09:26, 28 April 2020",Ben Arous,92,TBA,3
"09:26, 28 April 2020",Médenine,87,TBA,3
"09:26, 28 April 2020",Sousse,82,TBA,5
"09:26, 28 April 2020",Manouba,39,TBA,5
"09:26, 28 April 2020",Gafsa,38,TBA,0
"09:26, 28 April 2020",Monastir,37,TBA,0
"09:26, 28 April 2020",Sfax,36,TBA,5
"09:26, 28 April 2020",Tataouine,35,TBA,1
"09:26, 28 April 2020",Gabès,22,TBA,0
"09:26, 28 April 2020",Bizerte,21,TBA,1
"09:26, 28 April 2020",Mahdia,15,TBA,1
"09:26, 28 April 2020",Nabeul,12,TBA,1
"09:26, 28 April 2020",Kasserine,7,TBA,0
"09:26, 28 April 2020",Kairouan,6,TBA,0
"09:26, 28 April 2020",Le Kef,5,TBA,1
"09:26, 28 April 2020",Sidi Bouzid,5,TBA,1
"09:26, 28 April 2020",Tozeur,5,TBA,0
"09:26, 28 April 2020",Béja,3,TBA,0
"09:26, 28 April 2020",Zaghouan,3,TBA,0
"09:26, 28 April 2020",Siliana,2,TBA,0
"11:40, 29 April 2020",Tunis,211,TBA,7
"09:26, 28 April 2020",Jendouba,1,TBA,0
"11:40, 29 April 2020",Kébili,99,TBA,0
"11:40, 29 April 2020",Ariana,96,TBA,5
"11:32, 28 April 2020",Tunis,209,TBA,6
"11:40, 29 April 2020",Ben Arous,93,TBA,4
"11:40, 29 April 2020",Médenine,87,TBA,3
"11:32, 28 April 2020",Kébili,98,TBA,0
"11:32, 28 April 2020",Ariana,95,TBA,5
"11:40, 29 April 2020",Sousse,82,TBA,5
